"Variant","SourceSHA256","Compile","Nsmells","DeltaVsC0","NCLOC","Complexity","TestsProvidedToCopilot","ProvidedTestsPassed","HiddenTests","HiddenTestsPassed","AllPostHocTests","AllPostHocPassed","AllPostHocFailed"
"C4","2EB794AB204C9555703E8D2D73AF787AC5001737B69C8268BDF64A60BA9D8B79","PASS","15","-62","1685","236","53","52","107","107","160","159","1"
