Variant,C0_SHA256,C1_SHA256,EffectiveDiff,Compiles,C0_NSMELLS,C1_NSMELLS,NewSmells,ExecutableTestsPassed,ExecutableTestsTotal,T_MT,NativeStormTests
C1,F60776FC3FC9E884843794506D05CB514B5CD2EA8B5CD3519DDA8C2CA69A1E7B,F60776FC3FC9E884843794506D05CB514B5CD2EA8B5CD3519DDA8C2CA69A1E7B,NONE,PASS,0,0,NONE,46,46,NO_DERIVED_SUITE,NOT_EXECUTED
