"Class","Variant","SourceSHA256","Compile","C0_Nsmells","C1_Nsmells","C2_Nsmells","Delta_C2_C0","SmellOutcome","TestsProvidedDuringGeneration"
"org.apache.storm.daemon.ui.UIHelpers","C2","CC70E7D66B23D0666A3CBC1BBD94D97C58689E695E84E9DDA387AB174E86F91B","PASS","77","79","12","-65","IMPROVED","T_BB"
