Dataset,BClassifier,WinningMetricCells,TotalMetricCells,RunnerUp,RunnerUpWinningMetricCells,PrecisionOverallMean,RecallOverallMean,AUCOverallMean,KappaOverallMean,NPofB20OverallMean,SelectionCriterion
"STORM","RandomForest",19,20,"IBk",1,0.8268208588,0.8023330652,0.9788017777,0.7962977594,0.8545856798,"Highest number of mean-metric wins across the 4 FS/Balancing configurations and 5 M2 metrics; ties require manual review"
