Variant,C3_SHA256,EffectiveDiff,Compiles,C0_NSMELLS,C3_NSMELLS,Delta_NSMELLS,NewSmells,ExecutableTestsPassed,ExecutableTestsTotal,T_MT,NativeStormTests
C3,155641571859135A46DA7F02E557D2A228B5AE24F3F6DD6FF9BC4E6930B0CD27,YES,PASS,0,0,0,NONE,46,46,NO_DERIVED_SUITE,NOT_EXECUTED
