Dataset,BClassifier,ActualBuggyA,EstimatedBuggyA,ActualBuggyBPlus,EstimatedBuggyBPlus,EstimatedBuggyB,ActualBuggyC,EstimatedBuggyC,EstimatedPreventedBuggy,ReductionAmongSmellyBuggyPct,ReductionOverAllBuggyPct,NetPredictedBuggyReduction,YesToNo,NoToYes,ReferenceBuggyPredictedNoInB
STORM,RandomForest,1243,1241,610,609,586,633,632,24,3.9344262295,1.9308125503,23,28,5,29
