Variant,C2_SHA256,EffectiveDiff,Compiles,C0_NSMELLS,C2_NSMELLS,Delta_NSMELLS,NewSmells,ExecutableTestsPassed,ExecutableTestsTotal,T_MT,NativeStormTests
C2,4D6E40479F3DC4C4FED5F037269619F2A1545F5E882BBB69248671E2081FA0E0,YES,PASS,0,0,0,NONE,46,46,NO_DERIVED_SUITE,NOT_EXECUTED
