Variant,C4_SHA256,EffectiveDiff,Compiles,C0_NSMELLS,C4_NSMELLS,Delta_NSMELLS,NewSmells,ExecutableTestsPassed,ExecutableTestsTotal,T_MT,NativeStormTests
C4,DC66EEBB9065E0C101FD9C833DDC0412B20D4409435217CCE0549D07DF0EB0FE,YES,PASS,0,0,0,NONE,46,46,NO_DERIVED_SUITE,NOT_EXECUTED
