ReleaseIndex,Version,CommitId,FilePath,RuleSet,Rule,Priority,Line,Description
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/scheduler/multitenant/NodePool.java,Design,CognitiveComplexity,3,138,"The method 'assignSlotTo(Node)' has a cognitive complexity of 19, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/scheduler/multitenant/NodePool.java,Design,AvoidDeeplyNestedIfStmts,3,160,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java,Design,TooManyMethods,3,40,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DRPCSimpleACLAuthorizer.java,Design,CognitiveComplexity,3,65,"The method 'readAclFromConfig()' has a cognitive complexity of 16, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DRPCSimpleACLAuthorizer.java,Design,CognitiveComplexity,3,126,"The method 'permitClientOrInvocationRequest(ReqContext, Map, String)' has a cognitive complexity of 19, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DRPCSimpleACLAuthorizer.java,Design,CyclomaticComplexity,3,126,"The method 'permitClientOrInvocationRequest(ReqContext, Map, String)' has a cyclomatic complexity of 14."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DRPCSimpleACLAuthorizer.java,Design,AvoidDeeplyNestedIfStmts,3,146,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/SimpleACLAuthorizer.java,Design,CognitiveComplexity,3,92,"The method 'permit(ReqContext, String, Map)' has a cognitive complexity of 23, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/SimpleACLAuthorizer.java,Design,CyclomaticComplexity,3,92,"The method 'permit(ReqContext, String, Map)' has a cyclomatic complexity of 18."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/authorizer/SimpleACLAuthorizer.java,Design,NPathComplexity,3,92,"The method 'permit(ReqContext, String, Map)' has an NPath complexity of 384, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/digest/ClientCallbackHandler.java,Design,CognitiveComplexity,3,77,"The method 'handle(Callback[])' has a cognitive complexity of 19, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/digest/ClientCallbackHandler.java,Design,CyclomaticComplexity,3,77,The method 'handle(Callback[])' has a cyclomatic complexity of 10.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/kerberos/AutoTGT.java,Design,TooManyMethods,3,54,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/security/auth/kerberos/ClientCallbackHandler.java,Design,CognitiveComplexity,3,66,"The method 'handle(Callback[])' has a cognitive complexity of 15, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/serialization/SerializationFactory.java,Design,CognitiveComplexity,3,49,"The method 'getKryo(Map)' has a cognitive complexity of 31, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/serialization/SerializationFactory.java,Design,CyclomaticComplexity,3,49,The method 'getKryo(Map)' has a cyclomatic complexity of 20.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/serialization/SerializationFactory.java,Design,CognitiveComplexity,3,169,"The method 'resolveSerializerInstance(Kryo, Class, Class<? extends Serializer>, Map)' has a cognitive complexity of 22, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,GodClass,3,42,"Possible God Class (WMC=47, ATFD=20, TCC=31.868%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,TooManyMethods,3,42,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,CyclomaticComplexity,3,112,The method 'handleMetrics(ShellMsg)' has a cyclomatic complexity of 11.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,CognitiveComplexity,3,140,"The method 'querySubprocess()' has a cognitive complexity of 23, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,CyclomaticComplexity,3,140,The method 'querySubprocess()' has a cyclomatic complexity of 14.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,Design,AvoidDeeplyNestedIfStmts,3,166,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/OutputCollector.java,Design,TooManyMethods,3,31,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,Design,TooManyFields,3,69,Too many fields
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,Design,TooManyMethods,3,69,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,Design,CyclomaticComplexity,3,243,The method 'handleMetrics(ShellMsg)' has a cyclomatic complexity of 11.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,Design,CyclomaticComplexity,3,318,The method 'run()' has a cyclomatic complexity of 12.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,Design,GodClass,3,52,"Possible God Class (WMC=54, ATFD=8, TCC=3.261%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,Design,ExcessiveParameterList,3,61,Avoid long parameter lists (16 parameters - threshold is 10).
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,Design,CyclomaticComplexity,3,310,"The method 'registerMetric(String, T, int)' has a cyclomatic complexity of 13."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/task/WorkerTopologyContext.java,Design,ExcessiveParameterList,3,38,Avoid long parameter lists (12 parameters - threshold is 10).
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/CompleteTopologyParam.java,Design,DataClass,3,25,"The class 'CompleteTopologyParam' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=10, WMC=10)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/FixedTupleSpout.java,Design,TooManyMethods,3,33,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/MemoryTransactionalSpout.java,Design,AvoidDeeplyNestedIfStmts,3,116,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/MkClusterParam.java,Design,DataClass,3,25,"The class 'MkClusterParam' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=6)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/MkTupleParam.java,Design,DataClass,3,23,"The class 'MkTupleParam' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=7)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/testing/OpaqueMemoryTransactionalSpout.java,Design,AvoidDeeplyNestedIfStmts,3,132,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/topology/InputDeclarer.java,Design,TooManyMethods,3,26,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/topology/TopologyBuilder.java,Design,TooManyMethods,3,277,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalSpoutCoordinator.java,Design,TooManyMethods,3,38,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,Design,CognitiveComplexity,3,131,"The method 'buildTopologyBuilder()' has a cognitive complexity of 15, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,Design,CyclomaticComplexity,3,131,The method 'buildTopologyBuilder()' has a cyclomatic complexity of 10.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,Design,NPathComplexity,3,131,"The method 'buildTopologyBuilder()' has an NPath complexity of 260, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,Design,DataClass,3,195,"The class 'Component' is suspected to be a Data Class (WOC=0.000%, NOPA=5, NOAM=0, WMC=1)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,Design,TooManyMethods,3,222,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,CognitiveComplexity,3,70,"The method 'getState(BigInteger, StateInitializer)' has a cognitive complexity of 23, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,CyclomaticComplexity,3,70,"The method 'getState(BigInteger, StateInitializer)' has a cyclomatic complexity of 14."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,AvoidDeeplyNestedIfStmts,3,79,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,AvoidDeeplyNestedIfStmts,3,82,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,AvoidDeeplyNestedIfStmts,3,85,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/RotatingTransactionalState.java,Design,AvoidDeeplyNestedIfStmts,3,94,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/transactional/state/TransactionalState.java,Design,TooManyMethods,3,38,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/tuple/TupleImpl.java,Design,TooManyMethods,3,37,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/DisruptorQueue.java,Design,TooManyMethods,3,45,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/DisruptorQueue.java,Design,CognitiveComplexity,3,116,"The method 'consumeBatchToCursor(long, EventHandler<Object>)' has a cognitive complexity of 15, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/IndifferentAccessMap.java,Design,TooManyMethods,3,34,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/ListDelegate.java,Design,TooManyMethods,3,26,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/LocalState.java,Design,TooManyMethods,3,44,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/LocalState.java,Design,AvoidDeeplyNestedIfStmts,3,96,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,DataClass,3,36,"The class 'MetricsState' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=4, WMC=5)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,DataClass,3,62,"The class 'Poller' is suspected to be a Data Class (WOC=20.000%, NOPA=0, NOAM=4, WMC=7)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,CyclomaticComplexity,3,124,The method 'metrics(Client)' has a cyclomatic complexity of 17.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,CognitiveComplexity,3,170,"The method 'metrics(Client, long, MetricsState)' has a cognitive complexity of 43, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,CyclomaticComplexity,3,170,"The method 'metrics(Client, long, MetricsState)' has a cyclomatic complexity of 19."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,NPathComplexity,3,170,"The method 'metrics(Client, long, MetricsState)' has an NPath complexity of 201, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Monitor.java,Design,AvoidDeeplyNestedIfStmts,3,194,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/ShellUtils.java,Design,CognitiveComplexity,3,157,"The method 'runCommand()' has a cognitive complexity of 16, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/ShellUtils.java,Design,CyclomaticComplexity,3,157,The method 'runCommand()' has a cyclomatic complexity of 14.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Time.java,Design,CyclomaticComplexity,3,57,The method 'sleepUntil(long)' has a cyclomatic complexity of 10.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Utils.java,Design,CyclomaticComplexity,3,55,The class 'Utils' has a total cyclomatic complexity of 155 (highest 12).
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Utils.java,Design,GodClass,3,55,"Possible God Class (WMC=155, ATFD=20, TCC=0.340%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Utils.java,Design,TooManyMethods,3,55,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Utils.java,Design,CyclomaticComplexity,3,198,"The method 'findAndReadConfigFile(String, boolean)' has a cyclomatic complexity of 12."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/Utils.java,Design,CyclomaticComplexity,3,425,"The method 'getInt(Object, Integer)' has a cyclomatic complexity of 10."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/VersionedStore.java,Design,TooManyMethods,3,29,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/WritableUtils.java,Design,GodClass,3,49,"Possible God Class (WMC=56, ATFD=13, TCC=0.000%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/WritableUtils.java,Design,TooManyMethods,3,49,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/backtype/storm/utils/ZookeeperServerCnxnFactory.java,Design,CyclomaticComplexity,3,34,"The constructor 'ZookeeperServerCnxnFactory(int, int)' has a cyclomatic complexity of 10."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/Stream.java,Design,GodClass,3,61,"Possible God Class (WMC=57, ATFD=6, TCC=2.039%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/Stream.java,Design,TooManyMethods,3,61,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,CyclomaticComplexity,3,88,The class 'TridentTopology' has a total cyclomatic complexity of 182 (highest 31).
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,GodClass,3,88,"Possible God Class (WMC=182, ATFD=17, TCC=0.298%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,TooManyMethods,3,88,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,CognitiveComplexity,3,267,"The method 'build()' has a cognitive complexity of 53, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,CyclomaticComplexity,3,267,The method 'build()' has a cyclomatic complexity of 31.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,NPathComplexity,3,267,"The method 'build()' has an NPath complexity of 217744, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,NcssCount,3,267,The method 'build()' has a NCSS line count of 97.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,CognitiveComplexity,3,578,"The method 'getGroupParallelisms(DirectedGraph<Node, IndexedEdge>, GraphGrouper, Collection<Group>)' has a cognitive complexity of 31, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,CyclomaticComplexity,3,578,"The method 'getGroupParallelisms(DirectedGraph<Node, IndexedEdge>, GraphGrouper, Collection<Group>)' has a cyclomatic complexity of 18."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,NPathComplexity,3,578,"The method 'getGroupParallelisms(DirectedGraph<Node, IndexedEdge>, GraphGrouper, Collection<Group>)' has an NPath complexity of 1176, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/TridentTopology.java,Design,AvoidDeeplyNestedIfStmts,3,632,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/drpc/ReturnResultsReducer.java,Design,CognitiveComplexity,3,77,"The method 'complete(ReturnResultsState, TridentCollector)' has a cognitive complexity of 15, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/drpc/ReturnResultsReducer.java,Design,AvoidDeeplyNestedIfStmts,3,94,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/fluent/ChainedAggregatorDeclarer.java,Design,TooManyMethods,3,38,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/fluent/GroupedStream.java,Design,TooManyMethods,3,37,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/graph/GraphGrouper.java,Design,CognitiveComplexity,3,59,"The method 'mergeFully()' has a cognitive complexity of 17, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/planner/SubtopologyBolt.java,Design,CognitiveComplexity,3,65,"The method 'prepare(Map, TopologyContext, BatchOutputCollector)' has a cognitive complexity of 33, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/planner/SubtopologyBolt.java,Design,CyclomaticComplexity,3,65,"The method 'prepare(Map, TopologyContext, BatchOutputCollector)' has a cyclomatic complexity of 12."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/planner/SubtopologyBolt.java,Design,AvoidDeeplyNestedIfStmts,3,92,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,Design,GodClass,3,40,"Possible God Class (WMC=50, ATFD=24, TCC=23.810%)"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,Design,TooManyMethods,3,40,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,Design,CognitiveComplexity,3,168,"The method 'sync()' has a cognitive complexity of 24, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,Design,CyclomaticComplexity,3,168,The method 'sync()' has a cyclomatic complexity of 10.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,Design,AvoidDeeplyNestedIfStmts,3,183,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentBoltExecutor.java,Design,TooManyMethods,3,50,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentBoltExecutor.java,Design,CognitiveComplexity,3,302,"The method 'execute(Tuple)' has a cognitive complexity of 22, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentBoltExecutor.java,Design,CyclomaticComplexity,3,302,The method 'execute(Tuple)' has a cyclomatic complexity of 13.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,TooManyMethods,3,51,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,CognitiveComplexity,3,132,"The method 'buildTopology()' has a cognitive complexity of 46, current threshold is 15"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,CyclomaticComplexity,3,132,The method 'buildTopology()' has a cyclomatic complexity of 21.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,NPathComplexity,3,132,"The method 'buildTopology()' has an NPath complexity of 49164, current threshold is 200"
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,NcssCount,3,132,The method 'buildTopology()' has a NCSS line count of 66.
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,Design,TooManyMethods,3,349,"This class has too many methods, consider refactoring it."
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/state/RotatingTransactionalState.java,Design,AvoidDeeplyNestedIfStmts,3,78,Deeply nested if..then statements are hard to read
7,0.10.0,d02f94268dec229d1125a24fdf53fa303cbc2b29,storm-core/src/jvm/storm/trident/topology/state/TransactionalState.java,Design,TooManyMethods,3,41,"This class has too many methods, consider refactoring it."
8,0.9.6,90a97ad6101de3c01233384e3dd3eeff2dde2ba3,external/storm-hbase/src/main/java/org/apache/storm/hbase/trident/state/HBaseMapState.java,Design,DataClass,3,97,"The class 'Options' is suspected to be a Data Class (WOC=0.000%, NOPA=7, NOAM=0, WMC=0)"
8,0.9.6,90a97ad6101de3c01233384e3dd3eeff2dde2ba3,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AbstractHdfsBolt.java,Design,CyclomaticComplexity,3,84,"The method 'prepare(Map, TopologyContext, OutputCollector)' has a cyclomatic complexity of 12."
8,0.9.6,90a97ad6101de3c01233384e3dd3eeff2dde2ba3,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/HdfsBolt.java,Design,TooManyMethods,3,41,"This class has too many methods, consider refactoring it."
8,0.9.6,90a97ad6101de3c01233384e3dd3eeff2dde2ba3,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/SequenceFileBolt.java,Design,TooManyMethods,3,39,"This class has too many methods, consider refactoring it."
8,0.9.6,90a97ad6101de3c01233384e3dd3eeff2dde2ba3,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/trident/HdfsState.java,Design,CyclomaticComplexity,3,92,"The method 'prepare(Map, int, int)' has a cyclomatic complexity of 10."
