ReleaseIndex,Version,CommitId,FilePath,LOC_TOUCHED,NR,NAUTH,LOC_ADDED,MAX_LOC_ADDED,AVG_LOC_ADDED,CHURN,MAX_CHURN,AVG_CHURN,CHANGE_SET_SIZE,MAX_CHANGE_SET,AVG_CHANGE_SET,AGE_WEEKS,WEIGHTED_AGE_WEEKS
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/CombinedMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/CountMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/ICombiner.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/IMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/IMetricsConsumer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/IReducer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/IStatefulObject.java,5,1,1,5,5,5.0,5,5,5.0,5,5,5.0,18.285714285714285,18.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/MeanReducer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/MultiCountMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/MultiReducedMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/ReducedMetric.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/metric/api/StateMetric.java,14,1,1,14,14,14.0,14,14,14.0,5,5,5.0,18.285714285714285,18.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/nimbus/DefaultTopologyValidator.java,7,4,2,5,3,1.25,3,3,0.75,562,559,140.5,33.285714285714285,18.224489795918366
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/nimbus/ITopologyValidator.java,7,5,2,4,1,0.8,1,1,0.2,563,559,112.6,33.285714285714285,18.97959183673469
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/planner/CompoundSpout.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/planner/CompoundTask.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/planner/TaskBundle.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/Cluster.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/ExecutorDetails.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/INimbus.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/IScheduler.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/ISupervisor.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/SchedulerAssignment.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/SchedulerAssignmentImpl.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/SupervisorDetails.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/Topologies.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/TopologyDetails.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/scheduler/WorkerSlot.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/IAuthorizer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/ITransportPlugin.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/ReqContext.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/SaslTransportPlugin.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/SimpleTransportPlugin.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/ThriftClient.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/ThriftServer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DenyAuthorizer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/authorizer/NoopAuthorizer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/digest/ClientCallbackHandler.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/digest/DigestSaslTransportPlugin.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/auth/digest/ServerCallbackHandler.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/security/serialization/BlowfishTupleSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/DefaultKryoFactory.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/IKryoDecorator.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/IKryoFactory.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/ITupleDeserializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/ITupleSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/KryoTupleDeserializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/KryoTupleSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/KryoValuesDeserializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/KryoValuesSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/SerializableSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/SerializationFactory.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/types/ArrayListSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/types/HashMapSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/types/HashSetSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/serialization/types/ListDelegateSerializer.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/IMultiSchemableSpout.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/ISchemableSpout.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/ISpout.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/ISpoutOutputCollector.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/ISpoutWaitStrategy.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/MultiScheme.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/NothingEmptyEmitStrategy.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/RawMultiScheme.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/RawScheme.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/Scheme.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/SchemeAsMultiScheme.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
1,0.9.0.1,1bcc169f5096e03a4ae117efc65c0f9bcfa2fa22,storm-core/src/jvm/backtype/storm/spout/SleepSpoutWaitStrategy.java,0,1,1,0,0,0.0,0,0,0.0,559,559,559.0,33.285714285714285,33.285714285714285
