IssueKey,ReleaseIndex,Version,CommitId,FilePath,MappingStrategy,EffectiveIV,FV,IVSource,FVSource,BlamedFilePath,FixedFilePath
STORM-347,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/Config.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/Config.java,storm-core/src/jvm/backtype/storm/Config.java
STORM-347,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/ControlMessage.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/ControlMessage.java,storm-core/src/jvm/backtype/storm/messaging/netty/ControlMessage.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java,storm-core/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java,storm-core/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java
STORM-348,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerPipelineFactory.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerPipelineFactory.java,storm-core/src/jvm/backtype/storm/messaging/netty/StormServerPipelineFactory.java
STORM-349,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/Config.java,EXACT_BLAMED_PATH,1,7,PROPORTION_TOTAL,JIRA_FIX_VERSION,storm-core/src/jvm/backtype/storm/Config.java,storm-core/src/jvm/backtype/storm/Config.java
STORM-497,2,0.9.1-incubating,ffc7a81bfba60c735dd6801af4f5e8db3812658c,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,EXACT_BLAMED_PATH,2,4,PROPORTION_TOTAL,GIT_CONTAINMENT,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java
